id,source_name,item_title,item_url,classification,risk_level,last_seen_at,review_status,priority,reviewer_notes,recommended_action
223,Bank of Zambia Regulatory Documents API,"2022-01-01 | Circulars | CB CIRCULAR NO. 13 OF 2022 - REVIEW OF THE DRAFT NATIONAL PAYMENT SYSTEMS VISION AND STRATEGY 2023 - 2027 | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2022/CBCIRCULARNO.13OF2022REVIEWOFTHEDRAFT",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2022/CBCIRCULARNO.13OF2022REVIEWOFTHEDRAFTNATIONALPAYMENTSYSTEMSVISIONANDSTRATEGY20232027.pdf,repayment,low,2026-05-09T14:19:25.822410+00:00,reviewed,2,BoZ National Payment Systems Vision and Strategy review signal; useful directionally for 2023-2027 rails roadmap.,"Use as a pointer to locate the full strategy document and extract themes: interoperability, DFS, inclusion, cyber, complaints."
224,Bank of Zambia Regulatory Documents API,"2022-01-01 | Circulars | CB CIRCULAR NO.15 OF 2022 UPDATING OF THE ISO20022 MESSAGE USAGE GUIDELINES FOR THE ZAMBIA INTERBANK PAYMENT AND SETTLEMENT SYSTEM ON SWIFTS MYSTANDARDS PORTAL | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circ",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2022/CBCIRCULARNO.15OF2022UPDATINGOFTHEISO20022MESSAGEUSAGEGUIDELINESFORTHEZAMBIAINTERBANKPAYMENTANDSETTLEMENTSYSTEMONSWIFTSMYSTANDARDSPORTAL.pdf,repayment,low,2026-05-09T14:19:25.822410+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
225,Bank of Zambia Regulatory Documents API,"2022-01-01 | Circulars | CB CIRCULAR NO.16 OF 2022 DUE DILIGENCE ON ENTITIES PARTNERED WITH OR ENGAGED TO PROVIDE PAYMENT SERVICES | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2022/CBCIRCULARNO.16OF2022DUEDILIGENCEONEN",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2022/CBCIRCULARNO.16OF2022DUEDILIGENCEONENTITIESPARTNEREDWITHORENGAGEDTOPROVIDEPAYMENTSERVICES.pdf,repayment,low,2026-05-09T14:19:25.822410+00:00,reviewed,1,BoZ due diligence signal for entities partnered with or engaged to provide payment services; high relevance to lending partners.,"Translate into a partner-risk research question for mobile money, bank, aggregator, and collection/payment processors."
228,Bank of Zambia Regulatory Documents API,"2021-01-01 | Circulars | CB CIRCULAR NO. 05 OF 2021 AMENDMENTS TO THE ZIPSS OPERATIONAL RULES | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/CBCIRCULARNO05OF2021AMENDMENTSTOTHEZIPSSOPERATIONALRULES.pdf",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/CBCIRCULARNO05OF2021AMENDMENTSTOTHEZIPSSOPERATIONALRULES.pdf,regulatory,low,2026-05-09T14:19:25.822410+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
229,Bank of Zambia Regulatory Documents API,"2021-01-01 | Circulars | Revised ZIPSS rules April 2021 | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/RevisedZIPSSrulesApril2021.pdf",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/RevisedZIPSSrulesApril2021.pdf,regulatory,low,2026-05-09T14:19:25.822410+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
230,Bank of Zambia Regulatory Documents API,"2021-01-01 | Circulars | ZIPSS Rules Amendments | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/ZIPSSRulesAmendments.pdf",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/ZIPSSRulesAmendments.pdf,regulatory,low,2026-05-09T14:19:25.822410+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
231,Bank of Zambia Regulatory Documents API,"2021-01-01 | Circulars | CB CIRCULAR NO. 11 OF 2021: DEPLOYMENT OF ARTIFICIAL INTELLIGENCE IN FINANCIAL CONSUMER COMPLAINTS | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/CBCIRCULARNO11OF2021DEPLOYMENTOFARTIFICIALIN",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/CBCIRCULARNO11OF2021DEPLOYMENTOFARTIFICIALINTELLIGENCEINFINANCIALCONSUMERCOMPLAINTS.pdf,complaint,medium,2026-05-09T14:19:25.822410+00:00,rejected,2,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
232,Bank of Zambia Regulatory Documents API,"2021-01-01 | Circulars | CB CIRCULAR NO. 14 OF 2021 - DEPLOYMENT OF ARTIFICIAL INTELLIGENCE IN FINANCIAL CONSUMER COMPLAINTS - CONSUMER COMPLAINTS DATA | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/CBCIRCULARNO14OF",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/CBCIRCULARNO14OF2021ONDEPLOYMENTOFARTIFICIALINTELLIGENCEINFINANCIALCONSUMERCOMPLAINTSCONSUMERCOMPLAINTSDATA.pdf,complaint,medium,2026-05-09T14:19:25.822410+00:00,rejected,2,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
234,Bank of Zambia Regulatory Documents API,"2021-01-01 | Circulars | CB CIRCULAR NO. 19 OF 2021 - POST IMPLEMENTATION ISSUES ON THE NATIONAL FINANCIAL SWITCH | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/CBCIRCULARNO.19OF2021POSTIMPLEMENTATIONISSUESONTHENATI",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2021/CBCIRCULARNO.19OF2021POSTIMPLEMENTATIONISSUESONTHENATIONALFINANCIALSWITCH.pdf,regulatory,low,2026-05-09T14:19:25.822410+00:00,reviewed,2,National Financial Switch post-implementation issues signal; relevant to interoperability and operational friction.,"Watch for repeated NFS issues that could affect failed transactions, reversals, and customer support load."
236,Bank of Zambia Regulatory Documents API,"2020-01-01 | Circulars | CB CIRCULAR NO. 07 OF 2020 - REVISION OF THE ZIPSS FEES | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2020/CBCIRCULARNO07OF2020REVISIONOFTHEZIPSSFEES.pdf",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2020/CBCIRCULARNO07OF2020REVISIONOFTHEZIPSSFEES.pdf,fees,medium,2026-05-09T14:19:25.822410+00:00,reviewed,2,ZIPSS fees revision signal; payment-rail cost context rather than direct customer-pricing conclusion.,Track as cost-stack input; separate rail fees from borrower-facing fees.
237,Bank of Zambia Regulatory Documents API,"2020-01-01 | Circulars | Prohibition Against Unwarranted Charges and Fees and Regulations of Specific Charges Directives 2020 | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/DirectivesProhibitionAgainstUnwarrantedChargesandFeesandRegulat",https://www.boz.zm/sites/default/files/migrated/financial-stability/DirectivesProhibitionAgainstUnwarrantedChargesandFeesandRegulationsofSpecificChargesDirectives2020.pdf,fees,medium,2026-05-09T14:19:25.822410+00:00,reviewed,1,Unwarranted charges and specific charges directives signal; strong bridge to fees/disclosure in lending ops.,"Map public fee controls to lending product fee disclosure, penalty-fee language, and customer complaint triggers."
238,Bank of Zambia Regulatory Documents API,"2020-01-01 | Circulars | CB CIRCULAR NO.20 OF 2020 TESTING OF THE SADC TRANSACTIONS CLEARED ON IMMEDIATE BASIS CLEARING AND SETTLEMENT MODELS | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2020/CBCIRCULARNO20OF2020TESTIN",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2020/CBCIRCULARNO20OF2020TESTINGOFTHESADCTRANSANCTIONSCLEAREDONIMMEDIATEBASISCLEARINGANDSETTLEMENTMODELS.pdf,repayment,low,2026-05-09T14:19:25.822410+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
239,Bank of Zambia Regulatory Documents API,"2020-01-01 | Circulars | CB CIRCULAR NO.24 OF 2020: GO-LIVE DATES FOR PHASE TWO OF THE NATIONAL FINANCIAL SWITCH | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2020/CBCIRCULARNO24OF2020GOLIVEDATESFORPHASETWOOFTHENATIONAL",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2020/CBCIRCULARNO24OF2020GOLIVEDATESFORPHASETWOOFTHENATIONALFINANCIALSWITCH.pdf,regulatory,low,2026-05-09T14:19:25.822410+00:00,reviewed,2,National Financial Switch phase-two go-live signal; historical but useful interoperability milestone.,Use as background for Zambia retail payment interoperability timeline.
242,Bank of Zambia Regulatory Documents API,"2019-01-01 | Circulars | CB CIRCULAR NO. 08 OF 2019: SWIFT STANDARDS RELEASE 2019 AND IMPACT ON THE ZIPSS | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2019/CBCIRCULARNO.08OF2019SWIFTSTANDARDSRELEASE2019ANDIMPACTONTHEZI",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2019/CBCIRCULARNO.08OF2019SWIFTSTANDARDSRELEASE2019ANDIMPACTONTHEZIPSS.pdf,regulatory,low,2026-05-09T14:19:25.822410+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
243,Bank of Zambia Regulatory Documents API,"2019-01-01 | Circulars | CB CIRCULAR NO. 07 OF 2019: EXTENSION OF GO LIVE DATE FOR POINT OF SALE FUNCTIONALITY ON THE NATIONAL FINANCIAL SWITCH | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2019/CBCIRCULARNO.07OF2019EXT",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2019/CBCIRCULARNO.07OF2019EXTENSIONOFGOLIVEDATEFORPOINTOFSALEFUNCTIONALITYONTHENATIONALFINANCIALSWITCH.pdf,regulatory,low,2026-05-09T14:19:25.822410+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
244,Bank of Zambia Regulatory Documents API,"2019-01-01 | Circulars | 2015 Gazzete Notice No 98 of the National Financial Switch | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2019/2015GazzeteNoticeNo98oftheNationalFinancialSwitch.pdf",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2019/2015GazzeteNoticeNo98oftheNationalFinancialSwitch.pdf,regulatory,low,2026-05-09T14:19:25.822410+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
246,Bank of Zambia Regulatory Documents API,"2018-01-01 | Circulars | CB CIRCULAR 01 2018 - NATIONAL PAYMENT SYSTEMS DIRECTIVES ON ELECTRONIC MONEY ISSUANCE 2018 | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2018/CBCircularNo.012018NATIONALPAYMENTSYSTEMSDIRECTIVES",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2018/CBCircularNo.012018NATIONALPAYMENTSYSTEMSDIRECTIVESONELECTRONICMONEYISSUANCE2018.pdf,repayment,low,2026-05-09T14:19:25.822410+00:00,reviewed,2,2018 e-money issuance directive signal; historical predecessor to the 2023 directive.,Use only as background when comparing evolution of e-money obligations.
247,Bank of Zambia Regulatory Documents API,"2018-01-01 | Circulars | CB CIRCULAR 10 OF 2018 - DATE OF IMPLEMENTATION OF THE BOZ PROHIBITION AGAINST UNWARRANTED CHARGES AND FEES DIRECTIVES OF 2018 | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2018/CBCIRCULARNO.10O",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2018/CBCIRCULARNO.10OF2018-DATEOFIMPLEMENTATIONOFTHEBOZPROHIBITIONAGAINSTUNWARRANTEDCHARGESANDFEESDIRECTIVESOF2018.pdf,fees,medium,2026-05-09T14:19:25.822410+00:00,rejected,2,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
248,Bank of Zambia Regulatory Documents API,"2018-01-01 | Circulars | The Bank of Zambia Prohibition Agasinst Unwarraented Charges and Fees Directives of 2018, Government Gazette No.6693 of 31st August 2018 | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2018/TheBan",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2018/TheBankofZambiaProhibitionAgasinstUnwarraentedChargesandFeesDirectivesof2018GovernmentGazetteNo.6693of31stAugust2018.pdf,fees,medium,2026-05-09T14:19:25.822410+00:00,rejected,2,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
194,Bank of Zambia Regulatory Documents API,"2025-01-01 | Circulars | CB Circular No. 04 of 2025 - Mandatory Use of the Montran Gateway on the Zambia Interbank Payment and Settlement System | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2025/CBCircularNo.04of2025Ma",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2025/CBCircularNo.04of2025MandatoryUseoftheMontranGatewayontheZambiaInterbankPaymentandSettlementSystem.pdf,repayment,low,2026-05-09T14:19:25.821411+00:00,reviewed,1,Current BoZ circular on mandatory Montran Gateway use for ZIPSS; high relevance to payment rails.,Map this to lending disbursement/repayment rails and ask which partners depend on ZIPSS gateway readiness.
195,Bank of Zambia Regulatory Documents API,"2025-01-01 | Circulars | CB Circular No. 18 of 2025 - Six Day Operations at the BCM Centre for ZIPSS CSD and Bank Supervision Applications | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2025/CBCircularNo.18of2025SixDayOp",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2025/CBCircularNo.18of2025SixDayOperationsattheBCMCentreforZIPSSCSDandBankSupervisionApplications.pdf,regulatory,low,2026-05-09T14:19:25.821411+00:00,reviewed,2,Current BoZ circular on six-day operations for ZIPSS/CSD/Bank Supervision applications; availability signal.,"Watch for operating-hours changes that could alter repayment posting, settlement windows, or support coverage."
196,Bank of Zambia Regulatory Documents API,"2025-01-01 | Circulars | CB Circular No. 23/2025 - Revision of Operating Rules for the Zambia Interbank Payment and Settlement | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2025/CBCircularNo.23of2025RevisionofOperatingR",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2025/CBCircularNo.23of2025RevisionofOperatingRulesfortheZambiaInterbankPaymentandSettlement.pdf,repayment,low,2026-05-09T14:19:25.821411+00:00,reviewed,1,Current BoZ metadata signal for revised operating rules on Zambia Interbank Payment and Settlement.,Treat as a priority manual-read item; extract any operational obligations affecting settlement timing and exceptions.
197,Bank of Zambia Regulatory Documents API,"2024-01-01 | Circulars | CB Circular No. 09 of 2024 - Zambia Interbank Payment and Settlement System - Investrust Bank Plc | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2024/CBCIRCULARNO.09OF2024-ZAMBIAINTERBANKPAYMENTA",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2024/CBCIRCULARNO.09OF2024-ZAMBIAINTERBANKPAYMENTANDSETTLEMENTSYSTEMINVESTRUSTBANKPLC.pdf,repayment,low,2026-05-09T14:19:25.821411+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
198,Bank of Zambia Regulatory Documents API,"2024-01-01 | Circulars | CB Circular No. 16 of 2024 - Implementation of Extended Operating Hours on the ZIPSS and CSD | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2024/CBCircularNo.16of2024ImplementationofExtendedOpera",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2024/CBCircularNo.16of2024ImplementationofExtendedOperatingHoursontheZIPSSandCSD.pdf,regulatory,low,2026-05-09T14:19:25.821411+00:00,reviewed,2,BoZ extended operating-hours signal for ZIPSS/CSD; relevant as rails-availability background.,Compare with lender repayment posting cutoffs and partner bank settlement windows.
210,Bank of Zambia Regulatory Documents API,"2024-01-01 | Circulars | CB Circular No. 20 of 2024 Notification of Change of Service Provider on the ZIPSS CSD and EBoP System Network | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2024/CBCircularNo.20of2024Notificatio",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2024/CBCircularNo.20of2024NotificationofChangeofServiceProviderontheZIPSSCSDandEBoPSystemNetwork.pdf,regulatory,low,2026-05-09T14:19:25.821411+00:00,reviewed,2,BoZ change-of-service-provider signal for ZIPSS/CSD/EBoP network; operational dependency watch.,Track as infrastructure/vendor-dependency risk rather than consumer-facing conclusion.
211,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | CB CIRCULAR NO. 07 OF 2023 - UPDATE ON THE IMPLEMENTATION OF SECURITY UPDATES ON THE ZIPSS, CSD AND EBOP NETWORK INFRASTRUCTURE | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.07",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.07OF2023UPDATEONTHEIMPLEMENTATIONOFSECURITYUPDATESONTHEZIPSSCSDANDEBOPNETWORKINFRASTRUCTURE.pdf,regulatory,low,2026-05-09T14:19:25.821411+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
212,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | CB CIRCULAR NO. 10 OF 2023 - NATIONAL PAYMENT SYSTEMS COLLATERAL REQUIREMENT FOR NET SETTLEMENT OBLIGATIONS ON PAYMENT SYSTEMS | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.10O",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.10OF2023NATIONALPAYMENTSYSTEMSCOLLATERALREQUIREMENTFORNETSETTLEMENTOBLIGATIONSONPAYMENTSYSTEMS.pdf,repayment,low,2026-05-09T14:19:25.821411+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
213,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | CB CIRCULAR NO. 11 OF 2023 - IMPLEMENTATION OF STRAIGHT THROUGH PROCESS FOR GOVERNMENT SECURITIES PAYMENTS | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.11OF2023IMPLEMENTATIONO",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.11OF2023IMPLEMENTATIONOFSTRAIGHTTHROUGHPROCESSFORGOVERNMENTSECURITIESPAYMENTS.pdf,repayment,low,2026-05-09T14:19:25.821411+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
214,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | CB CIRCULAR NO. 12 OF 2023 - PARTICIPANTS TRAINING BY MONTRAN ON THE UPGRADED REAL TIME GROSS SETTLEMENT SYSTEM AND CENTRAL SECURITIES DEPOSITORY SYSTEM | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/b",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.12OF2023-PARTICIPANTSTRAININGBYMONTRANONTHEUPGRADEDREALTIMEGROSSSETTLEMENTSYSTEMANDCENTRALSECURITIESDEPOSITORYSYSTEM.pdf,regulatory,low,2026-05-09T14:19:25.821411+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
215,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | CB CIRCULAR NO. 15 OF 2023 - DEPLOYMENT OF ARTIFICIAL INTELLIGENCE IN FINANCIAL COMPLAINT HANDLING - REFRESHER TRAINING IN USER ACCEPTANCE TESTING | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO15OF2023DEPLOYMENTOFARTIFICIALINTELLIGENCEINFINANCIALCOMPLAINTHANTDLINGREFRESHERTRAININGINUSERACCEPTANCETESTING.pdf,complaint,medium,2026-05-09T14:19:25.821411+00:00,rejected,2,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
216,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | CB CIRCULAR NO. 16 OF 2023 - BANK OF ZAMBIA CYBER AND INFORMATION RISK MANAGEMENT GUIDELINES | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.16OF2023BANKOFZAMBIACYBERANDINFORMATI",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.16OF2023BANKOFZAMBIACYBERANDINFORMATIONRISKMANAGEMENTGUIDELINES.pdf,regulatory,low,2026-05-09T14:19:25.821411+00:00,reviewed,1,BoZ Cyber and Information Risk Management Guidelines signal; important for lending-platform operational resilience.,"Map to personal capability checklist: incident response, uptime, access control, vendor risk, and data-security monitoring."
217,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | PROPOSED ZIPSS AND ISO 20022 MIGRATION DETAILED PLAN OF ACTIVITIES_ | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/PROPOSEDZIPSSANDISO20022MIGRATIONDETAILEDPLANOFACTIVITIES.pdf",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/PROPOSEDZIPSSANDISO20022MIGRATIONDETAILEDPLANOFACTIVITIES.pdf,regulatory,low,2026-05-09T14:19:25.821411+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
218,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | CB CIRCULAR NO.24 OF 2023 NOTIFICATION OF NETWORK INFRASTRUCTURE UP GRADE FOR THE ZIPSS, CSD AND EBOP SYSTEMS | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.24OF2023NOTIFICATION",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.24OF2023NOTIFICATIONOFNETWORKINFRASTRUCTUREUPGRADEFORTHEZIPSSCSDANDEBOPSYSTEMS.pdf,regulatory,low,2026-05-09T14:19:25.821411+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
219,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | CB CIRCULAR NO. 25 OF 2023 - RESCHEDULING OF ZIPSS, CSD UPGRADE AND ISO 20022 MIGRATION GO-LIVE DATE | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.25OF2023RESCHEDULINGOFZIPSSCS",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.25OF2023RESCHEDULINGOFZIPSSCSDUPGRADEANDISO20022MIGRATIONGOLIVEDATE.pdf,regulatory,low,2026-05-09T14:19:25.821411+00:00,rejected,3,"Rejected during BoZ payment-rails curation: duplicate, historical background only, institution-specific item, or lower-priority infrastructure noise for this capability line.",Ignore for weekly notes unless a future deep-dive needs historical rail context.
220,Bank of Zambia Regulatory Documents API,"2023-01-01 | Circulars | CB CIRCULAR NO. 34 OF 2023 - DEPLOYMENT OF ARTIFICIAL INTELLIGENCE IN FINANCIAL COMPLAINT HANDLING - INTEGRATION AND REFRESHER TRAINING IN USER ACCEPTANCE TESTING | Tags: Financial Stability, Banks | File: https://www.boz.zm/sites/default/files/migrated/financial-stability/c",https://www.boz.zm/sites/default/files/migrated/financial-stability/circulars/banks/2023/CBCIRCULARNO.34OF2023DEPLOYMENTOFARTIFICIALINTELLIGENCEINFINANCIALCOMPLAINTHANDLINGINTEGRATIONANDREFRESHERTRAININGINUSERACCEPTANCETESTING.pdf,complaint,medium,2026-05-09T14:19:25.821411+00:00,reviewed,2,BoZ AI-in-financial-complaint-handling signal; useful for market direction around complaint data and automation.,Watch whether AI complaint tooling changes dispute handling norms or regulator expectations for structured complaint data.
